6.242576e-12	1.075497e+00
8.505781e-01	-7.596746e-01
6.191468e-01	-1.218139e-01
8.239743e-01	-4.536098e-01
4.559432e-01	-1.070025e-01
6.508384e-01	-4.461091e-01
2.572174e-01	2.593165e-01
4.106286e-01	2.455798e-01
7.732128e-02	6.857847e-01
1.826508e-01	6.805287e-01
6.225185e-01	-1.807419e-01
6.301621e-01	-2.913179e-01
2.066322e-01	5.330670e-01
2.243294e-01	3.951686e-01
1.770717e-02	8.786138e-01
8.431468e-01	-7.289646e-01
2.097457e-11	1.042140e+00
4.402187e-01	-4.278247e-02
6.363293e-01	-3.631915e-01
2.336057e-01	3.354880e-01
4.467125e-01	-9.566218e-02
2.580720e-02	8.328105e-01
1.378924e-03	9.770624e-01
8.363318e-01	-6.516277e-01
8.385774e-01	-6.815657e-01
1.987124e-01	5.977292e-01
4.142834e-01	1.932640e-01
5.781728e-02	7.231119e-01
1.094201e-02	9.126196e-01
7.176386e-02	7.157853e-01
2.199217e-01	4.627270e-01
4.192492e-01	1.315699e-01
2.434825e-01	2.846721e-01
2.208182e-01	4.316457e-01
1.888793e-01	6.596705e-01
4.679262e-02	7.872890e-01
8.325787e-01	-6.023598e-01
4.268015e-01	4.563552e-02
1.937344e-01	6.275816e-01
4.183270e-01	1.672403e-01
2.375565e-01	3.242021e-01
8.295694e-01	-5.504745e-01
8.287935e-01	-5.026713e-01
4.248936e-01	8.590434e-02
4.360489e-01	-1.811101e-02
5.360334e-02	7.577838e-01
6.414980e-01	-3.970340e-01
4.111313e-01	2.383047e-01
7.473228e-03	9.369746e-01
8.267169e-01	-4.859309e-01
6.344571e-01	-3.118911e-01
3.737512e-02	8.166210e-01
4.219209e-01	9.693813e-02
4.292431e-01	2.254282e-02
2.110458e-01	4.890294e-01
4.319777e-01	7.518087e-04
2.496851e-01	2.730634e-01
6.473372e-01	-4.372605e-01
2.101829e-01	4.976384e-01
3.454144e-03	9.560329e-01
