5.489406e-01	2.316922e-01
1.691474e-07	1.020990e+00
4.516940e-01	3.044158e-01
5.205770e-01	2.454565e-01
1.123896e-01	7.934938e-01
5.453153e-01	2.352240e-01
2.622951e-01	5.465711e-01
2.742908e-01	5.322451e-01
1.784263e-01	6.837034e-01
2.951161e-01	4.989178e-01
9.056467e-02	8.319045e-01
2.521786e-01	5.632300e-01
3.810372e-01	3.935733e-01
4.910855e-01	2.703220e-01
3.499942e-01	4.328736e-01
1.999945e-02	9.610553e-01
1.695860e-01	7.003694e-01
4.767273e-01	2.815139e-01
1.220425e-01	7.799454e-01
8.371332e-02	8.448729e-01
4.352287e-01	3.248840e-01
1.810139e-01	6.729632e-01
3.612036e-01	4.095312e-01
2.307245e-01	5.950274e-01
2.815663e-01	5.161706e-01
5.230413e-02	8.983690e-01
3.652862e-01	4.052754e-01
4.352287e-01	3.248840e-01
2.412883e-01	5.852984e-01
4.157223e-01	3.475117e-01
4.841633e-01	2.733128e-01
2.675852e-01	5.407214e-01
5.754368e-02	8.906221e-01
8.108738e-03	9.893498e-01
4.988763e-01	2.540537e-01
3.890671e-01	3.747846e-01
2.995147e-01	4.920634e-01
3.362359e-01	4.491070e-01
1.055004e-01	8.037582e-01
2.479998e-01	5.669615e-01
1.950808e-01	6.526543e-01
6.572630e-02	8.805064e-01
3.871381e-02	9.255049e-01
2.845384e-01	5.119590e-01
3.973578e-01	3.738110e-01
3.054090e-01	4.837144e-01
4.620171e-02	9.107899e-01
4.041497e-01	3.578279e-01
4.237581e-01	3.347325e-01
1.379187e-01	7.442555e-01
5.253755e-05	1.002267e+00
3.376651e-01	4.410676e-01
4.041497e-01	3.578279e-01
2.053559e-01	6.345745e-01
2.754146e-02	9.465040e-01
4.174068e-01	3.446294e-01
3.756316e-01	3.961183e-01
1.613775e-02	9.699094e-01
2.175795e-01	6.150668e-01
5.009762e-01	2.537562e-01
3.239687e-01	4.670621e-01
7.786280e-02	8.517864e-01
7.094120e-02	8.649928e-01
7.094120e-02	8.649928e-01
1.422507e-02	9.767209e-01
1.879325e-01	6.604296e-01
4.599234e-01	2.960627e-01
1.258542e-01	7.746074e-01
6.197269e-02	8.808952e-01
1.406529e-01	7.388275e-01
1.559867e-01	7.124288e-01
4.666832e-02	9.098571e-01
2.269057e-01	5.996851e-01
2.096023e-01	6.254135e-01
1.055004e-01	8.037582e-01
3.111430e-01	4.809898e-01
9.498002e-02	8.201208e-01
3.303217e-01	4.604971e-01
3.433343e-02	9.371588e-01
4.692951e-01	2.903701e-01
4.668651e-01	2.904787e-01
3.161380e-01	4.790331e-01
4.237581e-01	3.347325e-01
5.120412e-01	2.495891e-01
1.582322e-06	1.003691e+00
1.344627e-01	7.561983e-01
1.476215e-01	7.273651e-01
1.476215e-01	7.273651e-01
2.269057e-01	5.996851e-01
1.879325e-01	6.604296e-01
3.821127e-02	9.277720e-01
1.344627e-01	7.561983e-01
2.414169e-01	5.772662e-01
2.096023e-01	6.254135e-01
5.185306e-01	2.465660e-01
1.646434e-01	7.036080e-01
3.303217e-01	4.604971e-01
3.239687e-01	4.670621e-01
1.646434e-01	7.036080e-01
2.175795e-01	6.150668e-01
