1	1.0000000000
2	1.0000000000
3	1.0000000000
4	1.0000000000
5	1.0000000000
6	1.0000000000
7	1.0000000000
8	1.0000000000
9	1.0000000000
10	1.0000000000
11	1.0000000000
12	1.0000000000
13	1.0000000000
14	1.0000000000
15	1.0000000000
16	1.0000000000
17	1.0000000000
18	1.0000000000
19	1.0000000000
20	1.0000000000
21	1.0000000000
22	1.0000000000
23	1.0000000000
24	1.0000000000
25	1.0000000000
26	1.0000000000
27	1.0000000000
28	1.0000000000
29	1.0000000000
30	1.0000000000
31	1.0000000000
32	1.0000000000
33	1.0000000000
34	1.0000000000
35	1.0000000000
36	1.0000000000
37	1.0000000000
38	1.0000000000
39	1.0000000000
40	1.0000000000
41	1.0000000000
42	1.0000000000
43	1.0000000000
44	1.0000000000
45	1.0000000000
46	1.0000000000
47	1.0000000000
48	1.0000000000
49	1.0000000000
50	1.0000000000
51	1.0000000000
52	1.0000000000
53	1.0000000000
54	1.0000000000
55	1.0000000000
56	1.0000000000
57	1.0000000000
58	1.0000000000
59	1.0000000000
60	1.0000000000
61	1.0000000000
62	1.0000000000
63	1.0000000000
64	1.0000000000
65	1.0000000000
66	1.0000000000
67	1.0000000000
68	1.0000000000
69	1.0000000000
70	1.0000000000
71	1.0000000000
72	1.0000000000
73	1.0000000000
74	1.0000000000
75	1.0000000000
76	1.0000000000
77	1.0000000000
78	1.0000000000
79	1.0000000000
80	1.0000000000
81	1.0000000000
82	1.0000000000
83	1.0000000000
84	1.0000000000
85	1.0000000000
86	1.0000000000
87	1.0000000000
88	1.0000000000
89	1.0000000000
90	1.0000000000
91	1.0000000000
92	1.0000000000
93	1.0000000000
94	1.0000000000
95	1.0000000000
96	1.0000000000
97	1.0000000000
98	1.0000000000
99	1.0000000000
100	1.0000000000
